locality,municipality,state,postcode,lat,long,bnelat,bnelong,bswlat,bswlong
"Blackett","Blacktown City Council","New South Wales",2770,-33.739340,150.812660,-33.733338,150.821883,-33.743398,150.808697
"Blackheath (NSW)","Blue Mountains City Council","New South Wales",2785,-33.635556,150.283611,-33.600093,150.333525,-33.678076,150.235302
"Blackmans Point","Port Macquarie-Hastings Council","New South Wales",2444,-31.393959,152.832350,-31.372356,152.854985,-31.408625,152.806556
"Blacksmiths","Lake Macquarie City Council","New South Wales",2281,-33.074000,151.657000,-33.062792,151.664511,-33.090895,151.645680
"Blacktown","Blacktown City Council","New South Wales",2148,-33.771000,150.906300,-33.747655,150.927773,-33.804663,150.878436
"Blackwall (NSW)","Gosford City Council","New South Wales",2256,-33.503000,151.326000,-33.500102,151.346684,-33.509704,151.324400
"Blair Athol (NSW)","Campbelltown City Council","New South Wales",2560,-34.063000,150.800000,-34.056113,150.809508,-34.068019,150.793628
"Blairmount","Campbelltown City Council","New South Wales",2559,-34.048810,150.787340,-34.040487,150.807996,-34.061937,150.781018
"Blakehurst","Kogarah City Council","New South Wales",2221,-33.989830,151.109650,-33.977865,151.120958,-34.003589,151.099841
"Blandford","","New South Wales",2338,-31.786890,150.894740,-31.676790,150.945243,-31.825797,150.843709
"Blaxland (NSW)","Blue Mountains City Council","New South Wales",2774,-33.750000,150.616667,-33.730024,150.644135,-33.762003,150.592234
"Blaxlands Ridge","Hawkesbury City Council","New South Wales",2758,-33.471535,150.796982,-33.432124,150.856245,-33.509113,150.732986
"Blayney","Blayney Shire Council","New South Wales",2799,-33.525572,149.250803,-33.445352,149.337695,-33.629459,149.171417
"Bligh Park","Hawkesbury City Council","New South Wales",2756,-33.638000,150.799000,-33.631497,150.815522,-33.645382,150.785371
"Blighty","Conargo Shire Council","New South Wales",2713,-35.617957,145.334050,-35.527068,145.409164,-35.664869,145.204309
"Blue Bay","Wyong Shire Council","New South Wales",2261,-33.353000,151.501000,-33.350064,151.505314,-33.358728,151.496379
"Blue Haven","Wyong Shire Council","New South Wales",2262,-33.211023,151.504845,-33.204877,151.516689,-33.217977,151.490220
"Blue Knob","Lismore City Council","New South Wales",2480,-28.548855,153.191432,-28.521405,153.219960,-28.576022,153.165590
"Blue Mountains National Park","","New South Wales",,-33.617564,150.455907,0.000000,0.000000,0.000000,0.000000
"Boambee","Coffs Harbour City Council","New South Wales",2450,-30.333333,153.083333,-30.314468,153.089235,-30.351267,153.028174
"Boambee East","Coffs Harbour City Council","New South Wales",2452,-30.350873,153.070689,-30.331211,153.093427,-30.360059,153.064179
"Boat Harbour (Port Stephens - NSW)","Port Stephens Council","New South Wales",2316,-32.784483,152.110421,-32.775561,152.124080,-32.793525,152.099719
"Bobs Farm","Port Stephens Council","New South Wales",2316,-32.776389,151.972500,-32.743439,152.055561,-32.813005,151.945962
"Bodalla","Eurobodalla Shire Council","New South Wales",2545,-36.100000,150.050000,-36.012907,150.136502,-36.181046,149.844910
"Bogan Gate","Parkes Shire Council","New South Wales",2876,-33.112367,147.746664,-32.968503,147.908226,-33.211562,147.622132
"Bogangar","Tweed Shire Council","New South Wales",2488,-28.333333,153.558333,-28.314877,153.574633,-28.349732,153.541303
"Boggabilla","Moree Plains Shire Council","New South Wales",2409,-28.606531,150.357928,-28.537157,150.486248,-28.876344,149.902458
"Boggabri","","New South Wales",2382,-30.700000,150.033333,-30.542440,150.335821,-30.838752,149.773856
"Bolton Point","Lake Macquarie City Council","New South Wales",2283,-33.003000,151.615000,-32.986004,151.618696,-33.006919,151.603326
"Bolwarra (NSW)","Maitland City Council","New South Wales",2320,-32.709238,151.577848,-32.699634,151.587522,-32.721957,151.558536
"Bolwarra Heights","Maitland City Council","New South Wales",2320,-32.700000,151.584722,-32.675913,151.603062,-32.713072,151.568271
"Bomaderry","Shoalhaven City Council","New South Wales",2541,-34.850000,150.616667,-34.831120,150.623324,-34.864136,150.585519
"Bombala","Bombala Council","New South Wales",2632,-36.911523,149.242324,-36.828472,149.332116,-36.951346,149.163206
"Bombira","Mid-Western Regional Council","New South Wales",2850,-32.575224,149.604572,-32.553137,149.618020,-32.590564,149.591443
"Bombo","The Council of the Municipality of Kiama","New South Wales",2533,-34.654666,150.852213,-34.647396,150.865720,-34.662500,150.841041
"Bombowlee","Tumut Council","New South Wales",2720,-35.262889,148.246260,-35.218806,148.271247,-35.305949,148.214962
"Bomen","Wagga Wagga City Council","New South Wales",2650,-35.075000,147.416667,-35.033496,147.468394,-35.088770,147.396158
"Bomera","Warrumbungle Shire Council","New South Wales",2357,-31.485933,149.828748,-31.402768,149.914852,-31.624427,149.642947
"Bonalbo","Kyogle Council","New South Wales",2469,-28.738996,152.623920,-28.657014,152.683376,-28.778326,152.554504
"Bondi","Waverley Council","New South Wales",2026,-33.891475,151.276684,-33.890267,151.282424,-33.894441,151.273739
"Bondi Beach","Waverley Council","New South Wales",2026,-33.891475,151.276684,-33.890267,151.282424,-33.894441,151.273739
"Bondi Junction","Waverley Council","New South Wales",2022,-33.891450,151.249700,-33.888892,151.259729,-33.897093,151.240794
"Bonnells Bay","Lake Macquarie City Council","New South Wales",2264,-33.112139,151.522363,-33.100036,151.544162,-33.119439,151.503423
"Bonnet Bay","Sutherland Shire Council","New South Wales",2226,-34.010250,151.052380,-34.003015,151.061791,-34.017109,151.045661
"Bonny Hills","Port Macquarie-Hastings Council","New South Wales",2445,-31.581667,152.834722,-31.538155,152.848375,-31.610687,152.786996
"Bonnyrigg","Fairfield City Council","New South Wales",2177,-33.898120,150.890060,-33.882552,150.902869,-33.904137,150.874473
"Bonnyrigg Heights","Fairfield City Council","New South Wales",2177,-33.891120,150.872060,-33.883448,150.882822,-33.898654,150.857132
"Bonville","Coffs Harbour City Council","New South Wales",2450,-30.383333,153.050000,-30.333373,153.081990,-30.422512,152.957249
"Booerie Creek","Lismore City Council","New South Wales",2480,-28.781440,153.244462,-28.750821,153.280129,-28.802585,153.226199
"Booker Bay","Gosford City Council","New South Wales",2257,-33.508000,151.346000,-33.506968,151.353033,-33.519951,151.342117
"Bookham","Yass Valley Council","New South Wales",2582,-34.803221,148.632257,-34.761624,148.730852,-34.925471,148.522267
"Boolambayte","Great Lakes Council","New South Wales",2423,-32.396579,152.269993,-32.292419,152.328033,-32.506136,152.222093
"Boolaroo","Lake Macquarie City Council","New South Wales",2284,-32.946844,151.627509,-32.936698,151.637073,-32.956478,151.614656
"Booligal","","New South Wales",2711,-33.878671,144.877541,-33.407590,145.233666,-34.056807,144.132846
"Boomanoomana","Berrigan Shire Council","New South Wales",2712,-35.943624,145.921748,-35.781505,145.947103,-35.991592,145.757235
"Boomerang Beach","Great Lakes Council","New South Wales",2428,-32.338750,152.534084,-32.332848,152.547795,-32.348925,152.520540
"Booragul","Lake Macquarie City Council","New South Wales",2284,-32.974505,151.608519,-32.967171,151.618049,-32.981674,151.603342
"Booral (NSW)","Great Lakes Council","New South Wales",2425,-32.403391,151.966265,-32.267206,152.073840,-32.444829,151.913925
"Boorolong","","New South Wales",2350,-30.285122,151.556309,-30.262425,151.596242,-30.451478,151.321626
"Boorooma","Wagga Wagga City Council","New South Wales",2650,-35.074014,147.365425,-35.065801,147.380897,-35.078673,147.357733
"Boorowa","Boorowa Council","New South Wales",2586,-34.439287,148.722585,-34.151146,148.939400,-34.572022,148.553622
"Bootawa","Greater Taree City Council","New South Wales",2430,-31.923756,152.368251,-31.893997,152.391973,-31.951188,152.321871
"Bora Ridge","Richmond Valley Council","New South Wales",2471,-29.056057,153.175331,-29.024979,153.263337,-29.097968,153.104341
"Borambola","Wagga Wagga City Council","New South Wales",2650,-35.169142,147.654530,-35.090500,147.798770,-35.217614,147.585878
"Boree Creek","","New South Wales",2652,-35.093671,146.639813,-34.911664,146.740374,-35.226748,146.306622
"Borenore","Cabonne Shire Council","New South Wales",2800,-33.250000,148.966667,-33.177716,149.040421,-33.283435,148.865511
"Bossley Park","Fairfield City Council","New South Wales",2176,-33.863410,150.883640,-33.851470,150.897975,-33.872918,150.869936
"Botany","The Council of the City of Botany Bay","New South Wales",2019,-33.945130,151.199340,-33.937217,151.209523,-33.960948,151.186940
"Botany Bay","","New South Wales",,-33.993037,151.175278,-33.947134,151.238569,-34.025987,151.147928
"Bouddi","Gosford City Council","New South Wales",2251,-33.518000,151.400000,-33.500626,151.429606,-33.533033,151.378054
"Bourke","Bourke Shire Council","New South Wales",2840,-30.090661,145.938194,-29.842202,146.471357,-30.542303,145.514141
"Bourkelands","Wagga Wagga City Council","New South Wales",2650,-35.154128,147.351078,-35.147908,147.358773,-35.164478,147.337231
"Bournda","Bega Valley Shire Council","New South Wales",2548,-36.831432,149.900318,-36.752818,149.955660,-36.869977,149.823162
"Bow Bowing","Campbelltown City Council","New South Wales",2566,-34.018530,150.838160,-34.011890,150.847717,-34.022664,150.834985
"Bowan Park","Cabonne Shire Council","New South Wales",2864,-33.299294,148.840774,-33.267285,148.887377,-33.369989,148.784641
"Bowen Mountain","Hawkesbury City Council","New South Wales",2753,-33.574335,150.627783,-33.545657,150.648331,-33.611884,150.597076
"Bowenfels","Lithgow City Council","New South Wales",2790,-33.517897,150.112695,-33.483882,150.146829,-33.554901,150.064777
"Bowman","City of Canning","Western Australia",6155,-32.060589,115.917021,0.000000,0.000000,0.000000,0.000000
"Bowning","Yass Valley Council","New South Wales",2582,-34.760567,148.823950,-34.644402,148.947142,-34.866191,148.679277
"Bowral","Wingecarribee Shire Council","New South Wales",2576,-34.479167,150.418056,-34.452568,150.490815,-34.513284,150.369226
"Bowraville","Nambucca Shire Council","New South Wales",2449,-30.633333,152.850000,-30.606380,152.896691,-30.665203,152.828444
"Box Head","Gosford City Council","New South Wales",2257,-33.531842,151.354690,-33.522586,151.359776,-33.581995,151.307747
"Box Hill (NSW)","The Hills Shire Council","New South Wales",2765,-33.650000,150.880000,-33.615816,150.924181,-33.672627,150.874039
"Boydtown","Bega Valley Shire Council","New South Wales",2551,-37.107335,149.869940,-37.090431,149.913004,-37.119535,149.845341
"Bradbury (NSW)","Campbelltown City Council","New South Wales",2560,-34.087340,150.816260,-34.070753,150.830233,-34.097348,150.804739
"Braemar","Campbelltown City Council","New South Wales",2560,-34.056134,150.806285,0.000000,0.000000,0.000000,0.000000
"Braidwood","Palerang Council","New South Wales",2622,-35.434827,149.802858,-35.335242,149.914579,-35.519729,149.696739
"Brandy Hill","Port Stephens Council","New South Wales",2324,-32.694528,151.693194,-32.672474,151.710972,-32.705222,151.671646
"Branxton","","New South Wales",2335,-32.650000,151.350000,-32.600485,151.397097,-32.682672,151.315892
"Braunstone","Leicester","England",,52.609887,-1.177021,52.622949,-1.164055,52.600935,-1.189081
"Bray Park (NSW)","Tweed Shire Council","New South Wales",2484,-28.340322,153.375619,-28.334499,153.381619,-28.351603,153.369204
"Breadalbane (NSW)","","New South Wales",2581,-34.795120,149.493994,-34.719492,149.508237,-34.876944,149.382286
"Breakfast Creek","Brisbane City","Queensland",4010,-27.440729,153.045616,0.000000,0.000000,0.000000,0.000000
"Breakfast Point","City of Canada Bay Council","New South Wales",2137,-33.844000,151.112900,-33.837801,151.115496,-33.847682,151.106562
"Bream Beach","Shoalhaven City Council","New South Wales",2540,-35.108611,150.661667,-35.104452,150.665338,-35.112716,150.658069
"Bredbo","Cooma-Monaro Council","New South Wales",2626,-35.942039,149.200945,-35.872456,149.330075,-36.045132,149.049697
"Brewarrina","Brewarrina Shire Council","New South Wales",2839,-29.961174,146.860648,-29.640389,147.418730,-30.344594,146.406286
"Brewongle","The Hills Shire Council","New South Wales",2756,-33.481212,150.890965,0.000000,0.000000,0.000000,0.000000
"Bribbaree","","New South Wales",2594,-34.117847,147.869752,-34.025443,148.027875,-34.195606,147.759162
"Bridgman","Singleton Shire Council","New South Wales",2330,-32.463009,151.189920,-32.397373,151.241634,-32.508980,151.134355
"Brierfield","Lancashire","England",,53.821604,-2.236731,53.835001,-2.201093,53.814658,-2.251716
"Brighton-le-Sands","Rockdale City Council","New South Wales",2216,-33.960808,151.156326,-33.950562,151.163209,-33.966887,151.145138
"Brightwaters","Lake Macquarie City Council","New South Wales",2264,-33.112770,151.545723,-33.102677,151.552947,-33.120915,151.533218
"Bringelly","","New South Wales",2556,-33.921780,150.732340,-33.902394,150.758788,-33.989118,150.691666
"Brisbane Grove","Goulburn Mulwaree Council","New South Wales",2580,-34.798080,149.719883,-34.775289,149.755515,-34.817038,149.687026
"Broadmeadow","Newcastle City Council","New South Wales",2292,-32.925176,151.734182,-32.911587,151.745913,-32.933793,151.720538
"Broadwater (Richmond Valley - NSW)","","New South Wales",2472,-28.996499,153.409929,-28.980223,153.485060,-29.091494,153.386891
"Broadway","Council of the City of Sydney","New South Wales",2007,-33.883534,151.194327,0.000000,0.000000,0.000000,0.000000
"Brocklehurst","Dubbo City Council","New South Wales",2830,-32.118482,148.591854,-32.079210,148.658718,-32.196147,148.536102
"Brocklesby","Greater Hume Shire Council","New South Wales",2642,-35.773673,146.653139,-35.729543,146.749470,-35.897473,146.571950
"Brogo","Bega Valley Shire Council","New South Wales",2550,-36.511553,149.767479,-36.340993,149.869391,-36.611499,149.510615
"Broke (NSW)","Singleton Shire Council","New South Wales",2330,-32.744349,151.089550,-32.688623,151.224971,-32.846793,151.001453
"Broken Head","","New South Wales",2481,-28.726458,153.598317,-28.695886,153.619347,-28.764317,153.564640
"Broken Hill","","New South Wales",2880,-31.953913,141.453940,-31.591872,142.252931,-33.113560,141.001349
"Bronte","Waverley Council","New South Wales",2024,-33.905320,151.260690,-33.897394,151.270694,-33.911107,151.256612
"Brookdale (NSW)","Wagga Wagga City Council","New South Wales",2656,-35.148352,146.942553,-35.030012,147.094531,-35.187828,146.929603
"Brookfield (NSW)","Dungog Shire Council","New South Wales",2420,-32.509481,151.759033,-32.475185,151.797396,-32.550334,151.711903
"Brooklet","Ballina Shire Council","New South Wales",2479,-28.731390,153.515000,-28.721041,153.529286,-28.771763,153.479053
"Brooklyn (NSW)","The Council of the Shire of Hornsby","New South Wales",2083,-33.548359,151.214980,-33.535129,151.284782,-33.627995,151.159907
"Brookvale","Warringah Council","New South Wales",2100,-33.765300,151.270410,-33.754371,151.280646,-33.771010,151.258019
"Brooms Head","Clarence Valley Council","New South Wales",2463,-29.643000,153.307452,-29.564160,153.342881,-29.667655,153.235241
"Broughton Vale","Shoalhaven City Council","New South Wales",2535,-34.732712,150.715627,-34.707366,150.736928,-34.766920,150.674334
"Broulee","Eurobodalla Shire Council","New South Wales",2537,-35.845428,150.169417,-35.827623,150.192115,-35.884085,150.119543
"Brownlow Hill","Wollondilly Shire Council","New South Wales",2570,-34.034800,150.657000,-34.021018,150.672278,-34.071859,150.633271
"Brownsville","Cameron County","Texas",,25.901747,-97.497484,26.217514,-97.273640,25.840258,-97.644552
"Brungle","Tumut Council","New South Wales",2722,-35.144388,148.228810,-35.110415,148.262903,-35.190835,148.187805
"Brunswick Heads","Byron Shire Council","New South Wales",2483,-28.555792,153.543639,-28.531299,153.564004,-28.583786,153.525233
